work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,work_setting,company_location,company_size,job_category
2024,senior,Full-time,data scientist,168800.0,USD,168800,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data scientist,93800.0,USD,93800,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,data scientist,,USD,132567,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,,96412.0,USD,96412,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,machine learning engineer,3090000.0,USD,309000,United States,In-person,United States,M,Machine Learning and AI
2024,senior,Full-time,machine learning engineer,142000.0,USD,142000,United States,In-person,United States,M,Machine Learning and AI
2024,senior,Full-time,research engineer,333500.0,USD,333500,United States,In-person,United States,M,Data Science and Research
2024,senior,,,156000.0,USD,156000,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data scientist,266875.0,USD,266875,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,,128250.0,USD,128250,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data engineer,,USD,191311,United States,Remote,United States,M,Data Engineering
2024,senior,Full-time,data engineer,,USD,166358,United States,Remote,United States,M,Data Engineering
2024,senior,Full-time,data scientist,218500.0,USD,218500,United States,Remote,United States,M,Data Science and Research
2024,senior,Full-time,data scientist,,USD,190000,United States,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,data specialist,70000.0,USD,70000,United States,In-person,United States,M,Data Management and Strategy
2024,Mid-level,Full-time,,60000.0,USD,60000,United States,In-person,United States,M,Data Management and Strategy
2024,senior,Full-time,,3240000.0,USD,324000,,In-person,United States,M,Machine Learning and AI
2024,senior,Full-time,machine learning engineer,159000.0,USD,159000,United States,In-person,United States,M,Machine Learning and AI
2024,senior,Full-time,analytics engineer,179000.0,USD,179000,United States,In-person,United States,M,Leadership and Management
2024,senior,Full-time,analytics engineer,152000.0,USD,152000,United States,In-person,United States,M,Leadership and Management
2024,senior,Full-time,,235680.0,USD,235680,United States,In-person,United States,M,Machine Learning and AI
2024,senior,Full-time,machine learning engineer,153040.0,USD,153040,United States,In-person,United States,M,Machine Learning and AI
2024,entry,Contract,data analyst,140000.0,USD,140000,,In-person,United States,M,Data Analysis
2024,entry,Full-time,data analyst,100000.0,USD,100000,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,data analyst,187000.0,USD,187000,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,data analyst,153000.0,USD,153000,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,data engineer,185000.0,USD,185000,United States,In-person,United States,L,Data Engineering
2024,Mid-level,Full-time,data engineer,81000.0,USD,81000,United States,In-person,United States,L,Data Engineering
2024,senior,Full-time,machine learning engineer,290000.0,USD,290000,,In-person,United States,M,Machine Learning and AI
2024,senior,Full-time,machine learning engineer,203000.0,USD,203000,United States,In-person,United States,M,Machine Learning and AI
2024,senior,Full-time,ai engineer,142352.0,USD,142352,United States,In-person,United States,M,Machine Learning and AI
2024,senior,,ai engineer,95325.0,USD,95325,United States,In-person,United States,M,Machine Learning and AI
2024,Mid-level,,data analyst,187000.0,USD,187000,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,data analyst,,USD,153000,United States,In-person,United States,M,Data Analysis
2024,senior,Full-time,data scientist,190000.0,USD,190000,Canada,In-person,Canada,M,Data Science and Research
2024,senior,,data scientist,1585000.0,USD,158500,Canada,In-person,Canada,M,Data Science and Research
2024,Mid-level,,data scientist,240000.0,USD,240000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,data scientist,180000.0,USD,180000,United States,In-person,United States,M,Data Science and Research
2024,entry,Contract,ai research scientist,80000.0,EUR,88888,Germany,In-person,Germany,L,Data Science and Research
2024,exec,Full-time,data science director,96000.0,EUR,106666,Spain,Remote,Spain,L,Data Science and Research
2024,exec,Full-time,data science director,96000.0,EUR,106666,Spain,Remote,Spain,L,Data Science and Research
2024,senior,Full-time,data engineer,,USD,130500,United States,In-person,United States,M,Data Engineering
2024,senior,Full-time,data engineer,96000.0,USD,96000,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,data scientist,166000.0,USD,166000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,,73100.0,USD,73100,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,machine learning engineer,50000.0,GBP,62500,United Kingdom,In-person,United Kingdom,M,Machine Learning and AI
2024,Mid-level,Full-time,machine learning engineer,40000.0,GBP,50000,United Kingdom,In-person,United Kingdom,M,Machine Learning and AI
2024,senior,Full-time,data analyst,2340000.0,USD,234000,United States,In-person,United States,M,Data Analysis
2024,senior,Full-time,data analyst,146000.0,USD,146000,United States,In-person,United States,M,Data Analysis
2024,senior,Full-time,data engineer,100000.0,GBP,125000,United Kingdom,In-person,United Kingdom,M,Data Engineering
2024,senior,Full-time,data engineer,100000.0,GBP,125000,,In-person,United Kingdom,M,Data Engineering
2024,senior,,data scientist,58800.0,EUR,65333,Lithuania,In-person,Lithuania,M,Data Science and Research
2024,senior,Full-time,data scientist,42000.0,EUR,46666,Lithuania,In-person,Lithuania,M,Data Science and Research
2024,senior,Full-time,data engineer,105000.0,USD,105000,United States,Remote,United States,M,Data Engineering
2024,senior,,data engineer,95000.0,USD,95000,United States,Remote,United States,M,Data Engineering
2024,entry,Full-time,data analyst,60500.0,USD,60500,United States,In-person,United States,M,Data Analysis
2024,entry,Full-time,data analyst,40300.0,USD,40300,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,data analyst,160000.0,USD,160000,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,data analyst,95000.0,USD,95000,United States,In-person,United States,M,Data Analysis
2024,entry,Full-time,data engineer,152500.0,USD,152500,United States,In-person,United States,M,Data Engineering
2024,entry,Full-time,data engineer,1382000.0,USD,138200,United States,In-person,United States,M,Data Engineering
2024,senior,Full-time,research scientist,164300.0,USD,164300,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,research scientist,104000.0,USD,104000,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data analyst,163700.0,USD,163700,United States,In-person,United States,M,Data Analysis
2024,senior,,data analyst,109100.0,USD,109100,United States,In-person,United States,M,Data Analysis
2024,senior,Full-time,data engineer,130000.0,USD,130000,United States,In-person,United States,M,Data Engineering
2024,senior,Full-time,data engineer,100000.0,USD,100000,United States,In-person,United States,M,Data Engineering
2024,senior,Full-time,machine learning engineer,220000.0,USD,220000,United States,In-person,United States,M,Machine Learning and AI
2024,senior,,machine learning engineer,200000.0,USD,200000,United States,In-person,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,data engineer,115000.0,USD,115000,United States,Remote,United States,M,Data Engineering
2024,Mid-level,Full-time,data engineer,95000.0,USD,95000,,Remote,United States,M,Data Engineering
2024,senior,Full-time,analytics engineer,230000.0,USD,230000,United States,In-person,United States,M,Leadership and Management
2024,senior,Full-time,,170000.0,USD,170000,United States,In-person,United States,M,Leadership and Management
2024,senior,Full-time,analytics engineer,250000.0,USD,250000,United States,Remote,United States,M,Leadership and Management
2024,senior,Full-time,analytics engineer,180700.0,USD,180700,United States,Remote,United States,M,Leadership and Management
2024,senior,Full-time,analytics engineer,136675.0,USD,136675,United States,Remote,United States,M,Leadership and Management
2024,senior,Full-time,,111648.0,USD,111648,United States,Remote,United States,M,Leadership and Management
2024,senior,Full-time,data engineer,65000.0,GBP,81250,United Kingdom,In-person,United Kingdom,M,Data Engineering
2024,senior,Full-time,data engineer,65000.0,GBP,81250,United Kingdom,In-person,United Kingdom,M,Data Engineering
2024,senior,Full-time,machine learning engineer,254000.0,USD,254000,United States,In-person,United States,M,Machine Learning and AI
2024,senior,Full-time,machine learning engineer,,USD,200000,United States,In-person,United States,M,Machine Learning and AI
2024,senior,Full-time,,161000.0,USD,161000,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data scientist,133200.0,USD,133200,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,data engineer,85000.0,GBP,106250,United Kingdom,In-person,United Kingdom,M,Data Engineering
2024,Mid-level,Full-time,,85000.0,GBP,106250,United Kingdom,In-person,United Kingdom,M,Data Engineering
2024,entry,Full-time,research engineer,,USD,160000,United States,In-person,United States,M,Data Science and Research
2024,entry,Full-time,research engineer,140000.0,USD,140000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,,machine learning engineer,223100.0,USD,223100,United States,Remote,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,machine learning engineer,126400.0,USD,126400,United States,Remote,United States,M,Machine Learning and AI
2024,senior,Full-time,analytics engineer,190000.0,USD,190000,United States,Remote,United States,M,Leadership and Management
2024,senior,,analytics engineer,136000.0,USD,136000,United States,Remote,United States,M,Leadership and Management
2024,Mid-level,Full-time,data strategist,134400.0,USD,134400,United States,In-person,United States,M,Data Architecture and Modeling
2024,Mid-level,Full-time,,100000.0,USD,100000,,In-person,United States,M,Data Architecture and Modeling
2024,Mid-level,Full-time,data engineer,246000.0,USD,246000,United States,Remote,United States,M,Data Engineering
2024,Mid-level,Full-time,,,USD,170000,United States,Remote,United States,M,Data Engineering
2024,entry,Full-time,research analyst,198000.0,USD,198000,United States,Remote,United States,M,Data Science and Research
2024,entry,Full-time,research analyst,115000.0,USD,115000,United States,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,data scientist,150000.0,USD,150000,United States,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,data scientist,103000.0,USD,103000,,Remote,United States,M,Data Science and Research
2024,senior,Full-time,data scientist,170000.0,USD,170000,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data scientist,,USD,160000,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data analyst,175000.0,USD,175000,United States,In-person,United States,M,Data Analysis
2024,senior,Full-time,data analyst,117000.0,USD,117000,United States,In-person,United States,M,Data Analysis
2024,senior,Full-time,data analyst,85000.0,USD,85000,United States,In-person,United States,M,Data Analysis
2024,senior,Full-time,data analyst,79000.0,USD,79000,,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,analytics engineer,100000.0,USD,100000,United States,Remote,United States,M,Leadership and Management
2024,Mid-level,Full-time,analytics engineer,75000.0,USD,75000,United States,Remote,United States,M,Leadership and Management
2024,senior,Full-time,data scientist,205000.0,USD,205000,,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data scientist,190000.0,USD,190000,,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data engineer,331640.0,USD,331640,United States,In-person,United States,M,Data Engineering
2024,senior,Full-time,data engineer,283780.0,USD,283780,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,applied scientist,222200.0,USD,222200,United States,In-person,United States,L,Data Science and Research
2024,Mid-level,Full-time,applied scientist,136000.0,USD,136000,United States,In-person,United States,L,Data Science and Research
2024,Mid-level,Full-time,big data developer,117000.0,USD,117000,United States,In-person,United States,L,Leadership and Management
2024,entry,,business intelligence analyst,99000.0,USD,99000,United States,In-person,United States,M,BI and Visualization
2024,entry,Full-time,business intelligence analyst,72000.0,USD,72000,United States,In-person,United States,M,BI and Visualization
2024,Mid-level,,data manager,77000.0,USD,77000,United States,In-person,United States,M,Leadership and Management
2024,Mid-level,Full-time,data manager,49900.0,USD,49900,United States,In-person,United States,M,Leadership and Management
2024,Mid-level,Full-time,data analyst,95000.0,USD,95000,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,,70000.0,USD,70000,,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,data scientist,203500.0,USD,203500,United States,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,data scientist,133000.0,USD,133000,United States,Remote,United States,M,Data Science and Research
2024,senior,Full-time,data engineer,104000.0,USD,104000,United States,In-person,United States,M,Data Engineering
2024,senior,Full-time,data engineer,800000.0,USD,80000,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,data analyst,134400.0,USD,134400,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,data analyst,,USD,100000,United States,In-person,United States,M,Data Analysis
2024,entry,Full-time,data scientist,,GBP,33500,United Kingdom,In-person,United Kingdom,M,Data Science and Research
2024,entry,,data scientist,26800.0,GBP,33500,United Kingdom,In-person,United Kingdom,M,Data Science and Research
2024,senior,Full-time,data scientist,65000.0,GBP,81250,United Kingdom,Remote,United Kingdom,M,Data Science and Research
2024,senior,Full-time,data scientist,,GBP,56250,United Kingdom,Remote,United Kingdom,M,Data Science and Research
2024,entry,Full-time,,64500.0,USD,64500,United States,In-person,United States,M,Data Analysis
2024,entry,Full-time,data analyst,51500.0,USD,51500,United States,In-person,United States,M,Data Analysis
2024,senior,Full-time,machine learning engineer,240200.0,USD,240200,United Kingdom,Remote,United Kingdom,M,Machine Learning and AI
2024,senior,,,102900.0,USD,102900,United Kingdom,Remote,United Kingdom,M,Machine Learning and AI
2024,Mid-level,Full-time,data analyst,195600.0,USD,195600,United States,Remote,United States,M,Data Analysis
2024,Mid-level,Full-time,data analyst,165500.0,USD,165500,United States,Remote,United States,M,Data Analysis
2024,senior,Full-time,data analyst,180400.0,USD,180400,United States,In-person,United States,M,Data Analysis
2024,senior,Full-time,data analyst,138800.0,USD,138800,United States,In-person,United States,M,Data Analysis
2024,senior,,data scientist,180000.0,USD,180000,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data scientist,139000.0,USD,139000,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data science consultant,112000.0,USD,112000,,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data science consultant,109000.0,USD,109000,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,,147670.0,USD,147670,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,,118136.0,USD,118136,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data architect,164000.0,USD,164000,United States,In-person,United States,M,Data Architecture and Modeling
2024,senior,Full-time,data architect,117000.0,USD,117000,United States,In-person,United States,M,Data Architecture and Modeling
2024,senior,Full-time,bi developer,42000.0,USD,42000,Philippines,In-person,Philippines,M,BI and Visualization
2024,senior,Full-time,bi developer,,USD,21600,Philippines,In-person,Philippines,M,BI and Visualization
2024,senior,Freelance,data scientist,154000.0,USD,154000,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data scientist,81536.0,USD,81536,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data scientist,180000.0,USD,180000,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data scientist,139000.0,USD,139000,United States,In-person,United States,M,Data Science and Research
2024,entry,,data analyst,23000.0,GBP,28750,United Kingdom,In-person,United Kingdom,M,Data Analysis
2024,entry,Full-time,data analyst,23000.0,GBP,28750,United Kingdom,In-person,United Kingdom,M,Data Analysis
2024,senior,Full-time,data engineer,198000.0,USD,198000,United States,Remote,United States,M,Data Engineering
2024,senior,Full-time,data engineer,143000.0,USD,143000,United States,Remote,United States,M,Data Engineering
2024,senior,Full-time,machine learning engineer,340000.0,USD,340000,United States,In-person,United States,M,Machine Learning and AI
2024,senior,Full-time,machine learning engineer,212000.0,USD,212000,United States,In-person,United States,M,Machine Learning and AI
2024,senior,Full-time,machine learning scientist,230000.0,USD,230000,United States,In-person,United States,M,Machine Learning and AI
2024,senior,Full-time,machine learning scientist,170000.0,USD,170000,United States,In-person,United States,M,Machine Learning and AI
2024,entry,Part-time,quantitative research analyst,51000.0,USD,51000,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,lead machine learning engineer,,EUR,77777,Finland,Hybrid,Finland,L,Machine Learning and AI
2024,entry,Full-time,ml engineer,27000.0,USD,27000,Türkiye,In-person,Türkiye,S,Machine Learning and AI
2024,Mid-level,,,114000.0,CHF,129545,Switzerland,Hybrid,Switzerland,L,Data Science and Research
2024,entry,,machine learning research engineer,105000.0,CAD,80769,Canada,Hybrid,Canada,M,Data Science and Research
2024,senior,Full-time,business intelligence engineer,108500.0,USD,108500,United States,Remote,United States,M,BI and Visualization
2024,senior,Full-time,business intelligence engineer,78800.0,USD,78800,,Remote,United States,M,BI and Visualization
2024,Mid-level,Full-time,data infrastructure engineer,385000.0,USD,385000,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,data infrastructure engineer,200000.0,USD,200000,United States,In-person,United States,M,Data Engineering
2024,senior,Full-time,data scientist,2970000.0,USD,297000,,In-person,United States,M,Data Science and Research
2024,senior,Full-time,,138000.0,USD,138000,,In-person,United States,M,Data Science and Research
2024,Mid-level,,data scientist,198000.0,USD,198000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,,data scientist,140000.0,USD,140000,United States,In-person,United States,M,Data Science and Research
2023,senior,,ai engineer,,USD,46848,Oman,In-person,Oman,M,Machine Learning and AI
2024,entry,Full-time,machine learning engineer,130400.0,USD,130400,,In-person,United States,M,Machine Learning and AI
2024,entry,Full-time,machine learning engineer,74500.0,USD,74500,United States,In-person,United States,M,Machine Learning and AI
2024,senior,Full-time,data architect,212000.0,USD,212000,,In-person,Australia,M,Data Architecture and Modeling
2024,senior,Full-time,data architect,93400.0,USD,93400,,In-person,Australia,M,Data Architecture and Modeling
2024,Mid-level,Full-time,,,USD,142000,Canada,In-person,Canada,M,BI and Visualization
2024,Mid-level,Full-time,business intelligence analyst,91300.0,USD,91300,Canada,In-person,Canada,M,BI and Visualization
2024,senior,Full-time,data analytics lead,166000.0,USD,166000,United States,In-person,United States,M,Leadership and Management
2024,senior,Full-time,data analytics lead,73100.0,USD,73100,United States,In-person,United States,M,Leadership and Management
2024,entry,,data scientist,,USD,133000,United States,In-person,United States,M,Data Science and Research
2024,entry,Full-time,data scientist,,USD,58400,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data scientist,204600.0,USD,204600,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data scientist,,USD,84500,,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,data scientist,176000.0,USD,176000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,data scientist,72700.0,USD,72700,United States,In-person,United States,M,Data Science and Research
2024,entry,Full-time,data analyst,92000.0,USD,92000,United States,Remote,United States,M,Data Analysis
2024,entry,Full-time,,65000.0,USD,65000,United States,Remote,United States,M,Data Analysis
2024,senior,,data engineer,231000.0,USD,231000,United States,Remote,United States,M,Data Engineering
2024,senior,Full-time,data engineer,141000.0,USD,141000,United States,Remote,United States,M,Data Engineering
2024,senior,,data scientist,162819.0,USD,162819,United States,Remote,United States,M,Data Science and Research
2024,senior,Full-time,data scientist,95776.0,USD,95776,United States,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,applied scientist,222200.0,USD,222200,United States,In-person,United States,L,Data Science and Research
2024,Mid-level,Full-time,applied scientist,136000.0,USD,136000,United States,In-person,United States,L,Data Science and Research
2024,Mid-level,Full-time,data engineer,138278.0,USD,138278,,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,data engineer,86424.0,USD,86424,United States,In-person,United States,M,Data Engineering
2024,senior,Full-time,analytics engineer,130500.0,USD,130500,United States,In-person,United States,M,Leadership and Management
2024,senior,Full-time,analytics engineer,96000.0,USD,96000,United States,In-person,United States,M,Leadership and Management
2024,senior,Full-time,data architect,175000.0,USD,175000,United States,In-person,United States,M,Data Architecture and Modeling
2024,senior,Full-time,data architect,117000.0,USD,117000,United States,In-person,United States,M,Data Architecture and Modeling
2024,Mid-level,Full-time,data engineer,,USD,122100,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,data engineer,75500.0,USD,75500,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,data product manager,250000.0,USD,250000,,In-person,United States,M,Leadership and Management
2024,Mid-level,Full-time,data product manager,,USD,200000,,In-person,United States,M,Leadership and Management
2024,Mid-level,Full-time,,117000.0,USD,117000,United States,In-person,United States,M,BI and Visualization
2024,Mid-level,Freelance,business intelligence manager,99600.0,USD,99600,United States,In-person,United States,M,BI and Visualization
2024,entry,Full-time,data engineer,162240.0,USD,162240,United States,In-person,United States,M,Data Engineering
2024,entry,Full-time,data engineer,,USD,47840,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,data scientist,231250.0,USD,231250,,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,data scientist,111000.0,USD,111000,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data engineer,277000.0,USD,277000,United States,In-person,United States,M,Data Engineering
2024,senior,Full-time,data engineer,173000.0,USD,173000,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,data analytics manager,128000.0,USD,128000,,In-person,United States,M,Leadership and Management
2024,Mid-level,,data analytics manager,81500.0,USD,81500,United States,In-person,United States,M,Leadership and Management
2024,senior,Full-time,data scientist,202800.0,USD,202800,,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data scientist,115000.0,USD,115000,United States,In-person,United States,M,Data Science and Research
2024,entry,Full-time,data analyst,65000.0,USD,65000,United States,In-person,United States,M,Data Analysis
2024,entry,Full-time,data analyst,55751.0,USD,55751,United States,In-person,United States,M,Data Analysis
2024,senior,Full-time,data architect,165000.0,USD,165000,United States,Remote,United States,M,Data Architecture and Modeling
2024,senior,Full-time,data architect,150000.0,USD,150000,United States,Remote,United States,M,Data Architecture and Modeling
2024,senior,Full-time,ai architect,257250.0,USD,257250,United States,Remote,United States,M,Machine Learning and AI
2024,senior,Full-time,ai architect,,USD,99750,United States,Remote,United States,M,Machine Learning and AI
2024,senior,Full-time,data architect,169767.0,USD,169767,New Zealand,In-person,New Zealand,M,Data Architecture and Modeling
2024,senior,Full-time,data architect,136420.0,USD,136420,New Zealand,In-person,New Zealand,M,Data Architecture and Modeling
2024,Mid-level,Part-time,data developer,100000.0,USD,100000,United States,In-person,United States,M,Leadership and Management
2024,Mid-level,Full-time,data developer,95000.0,USD,95000,United States,In-person,United States,M,Leadership and Management
2024,Mid-level,Full-time,data scientist,147800.0,USD,147800,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,data scientist,93100.0,USD,93100,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,data manager,83300.0,USD,83300,United States,In-person,United States,M,Leadership and Management
2024,Mid-level,Full-time,,47500.0,USD,47500,United States,In-person,United States,M,Leadership and Management
2024,senior,Full-time,data engineer,160000.0,USD,160000,United States,In-person,United States,M,Data Engineering
2024,senior,Full-time,,100000.0,USD,100000,United States,In-person,United States,M,Data Engineering
2024,entry,Full-time,business intelligence analyst,92000.0,USD,92000,Australia,In-person,Australia,M,BI and Visualization
2024,entry,Full-time,business intelligence analyst,90000.0,USD,90000,Australia,In-person,Australia,M,BI and Visualization
2024,senior,Full-time,data product manager,220000.0,USD,220000,United Kingdom,In-person,United Kingdom,M,Leadership and Management
2024,senior,,data product manager,137500.0,USD,137500,United Kingdom,In-person,United Kingdom,M,Leadership and Management
2024,entry,Full-time,data scientist,175100.0,USD,175100,United States,In-person,United States,M,Data Science and Research
2024,entry,Full-time,data scientist,82915.0,USD,82915,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,data engineer,166000.0,USD,166000,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,data engineer,73000.0,USD,73000,United States,In-person,United States,M,Data Engineering
2024,senior,Full-time,data scientist,236400.0,USD,236400,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data scientist,141800.0,USD,141800,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data engineer,150000.0,USD,150000,United States,In-person,United States,M,Data Engineering
2024,senior,Full-time,data engineer,135000.0,USD,135000,United States,In-person,United States,M,Data Engineering
2024,senior,Part-time,business intelligence developer,147500.0,USD,147500,United States,Remote,United States,M,BI and Visualization
2024,senior,,business intelligence developer,70800.0,USD,70800,United States,Remote,United States,M,BI and Visualization
2024,Mid-level,Full-time,,185000.0,USD,185000,United States,In-person,United States,L,BI and Visualization
2024,Mid-level,Full-time,business intelligence engineer,79600.0,USD,79600,United States,In-person,United States,L,BI and Visualization
2024,entry,Full-time,data analyst,99200.0,USD,99200,,Remote,United States,M,Data Analysis
2024,entry,Full-time,data analyst,69400.0,USD,69400,United States,Remote,United States,M,Data Analysis
2024,entry,Full-time,data analyst,88200.0,USD,88200,United States,Remote,United States,M,Data Analysis
2024,entry,Full-time,data analyst,61700.0,USD,61700,United States,Remote,United States,M,Data Analysis
2024,senior,Full-time,research engineer,,USD,234000,United States,In-person,United States,M,Data Science and Research
2024,senior,Part-time,research engineer,146000.0,USD,146000,,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,data scientist,165000.0,USD,165000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,data scientist,165000.0,USD,165000,United States,In-person,United States,M,Data Science and Research
2024,senior,,data analyst,,USD,160000,United States,In-person,United States,M,Data Analysis
2024,senior,Full-time,data analyst,,USD,130000,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,data scientist,,USD,154800,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,data scientist,76300.0,USD,76300,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,data analyst,1120000.0,USD,112000,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,data analyst,84000.0,USD,84000,United States,In-person,United States,M,Data Analysis
2024,entry,Full-time,,115000.0,USD,115000,United States,In-person,United States,M,Data Analysis
2024,entry,Full-time,data analyst,,USD,90000,,In-person,United States,M,Data Analysis
2024,senior,Full-time,data engineer,1700000.0,USD,170000,United States,In-person,United States,M,Data Engineering
2024,senior,Full-time,data engineer,130000.0,USD,130000,United States,In-person,United States,M,Data Engineering
2024,senior,Full-time,business intelligence engineer,185000.0,USD,185000,United States,In-person,United States,L,BI and Visualization
2024,senior,Full-time,business intelligence engineer,79600.0,USD,79600,United States,In-person,United States,L,BI and Visualization
2024,entry,Freelance,,160000.0,USD,160000,United States,In-person,United States,M,Data Analysis
2024,entry,Full-time,data analyst,110000.0,USD,110000,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,data analyst,95000.0,USD,95000,United States,In-person,United States,M,Data Analysis
2024,Mid-level,,data analyst,650000.0,USD,65000,United States,In-person,United States,M,Data Analysis
2024,senior,Full-time,analytics engineer,,USD,180000,Canada,Remote,Canada,M,Leadership and Management
2024,senior,Full-time,,120000.0,USD,120000,Canada,Remote,Canada,M,Leadership and Management
2024,senior,Full-time,data analyst,155000.0,USD,155000,United States,In-person,United States,M,Data Analysis
2024,senior,Full-time,,100000.0,USD,100000,United States,In-person,United States,M,Data Analysis
2024,senior,Full-time,data scientist,190500.0,USD,190500,Canada,Remote,Canada,M,Data Science and Research
2024,senior,Full-time,data scientist,138500.0,USD,138500,,Remote,Canada,M,Data Science and Research
2024,senior,Full-time,data engineer,159000.0,USD,159000,Canada,In-person,Canada,M,Data Engineering
2024,senior,Full-time,data engineer,127000.0,USD,127000,Canada,In-person,Canada,M,Data Engineering
2024,entry,Full-time,data analyst,147000.0,USD,147000,United States,In-person,United States,M,Data Analysis
2024,entry,,data analyst,118000.0,USD,118000,United States,In-person,United States,M,Data Analysis
2024,entry,Full-time,machine learning engineer,170000.0,USD,170000,United States,In-person,United States,M,Machine Learning and AI
2024,entry,Full-time,machine learning engineer,125000.0,USD,125000,United States,In-person,United States,M,Machine Learning and AI
2024,senior,Full-time,data science consultant,116000.0,USD,116000,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,data science consultant,90000.0,USD,90000,United States,In-person,United States,M,Data Science and Research
2024,senior,Full-time,,255475.0,USD,255475,United States,Remote,United States,M,Data Engineering
2024,senior,Full-time,data engineer,185800.0,USD,185800,United States,Remote,United States,M,Data Engineering
